,name,t0,t1,armor,artist,attack,cardClass,classes,collectible,collectionText,cost,dbfId,durability,elite,entourage,faction,flavor,health,hideStats,howToEarn,howToEarnGolden,id,mechanics,multiClassGroup,overload,playRequirements,playerClass,race,rarity,referencedTags,set,spellDamage,targetingArrowText,text,type,card_class_num,cardwin,w,winrates
1350,Stand Down!,15.3645820618,-6.65707588196,,,,PALADIN,,,,,1918.0,,,,,,,,,,EX1_382e,,,,,PALADIN,,,,EXPERT1,,,Attack changed to 1.,ENCHANTMENT,1,0.0,1,0.0
1351,Starfall,3.0615670681,-37.4097137451,,Richard Wright,,DRUID,,1.0,,5.0,86.0,,,,,Is the sky falling?  Yes.  Yes it is.,,,,,NEW1_007,[CHOOSE_ONE],,,"{u'REQ_TARGET_IF_AVAILABLE': 0, u'REQ_MINION_TARGET': 0}",DRUID,,RARE,,EXPERT1,,,"<b>Choose One -</b>
Deal $5 damage to a minion; or $2 damage to all enemy minions.",SPELL,5,663.0,1412,0.46954674221
1352,Starfire,4.41624116898,-35.1959991455,,Alex Horley Orlandelli,,DRUID,,1.0,,6.0,823.0,,,,,Balance is important to druids.  This card is perfectly balanced.,,,Unlocked at Level 2.,Unlocked at Level 45.,EX1_173,,,,{u'REQ_TARGET_TO_PLAY': 0},DRUID,,FREE,,CORE,,,"Deal $5 damage.
Draw a card.",SPELL,5,570.0,1114,0.511669658887
1353,Starving Buzzard,-25.2097110748,-31.9449119568,,Bernie Kang,3.0,HUNTER,,1.0,,5.0,1241.0,,,,,"If you feed him, he loses his whole <i>identity</i>.",2.0,,Unlocked at Level 4.,Unlocked at Level 47.,CS2_237,,,,,HUNTER,BEAST,FREE,,CORE,,,"Whenever you summon a Beast, draw a card.",MINION,2,93.0,244,0.381147540984
1354,Steady Shot,-23.7786331177,-34.1521644592,,,,HUNTER,,,,2.0,229.0,,,,,,,,,,DS1h_292,,,,"{u'REQ_STEADY_SHOT': 0, u'REQ_MINION_OR_ENEMY_HERO': 0}",HUNTER,,FREE,,CORE,,,"<b>Hero Power</b>
Deal $2 damage to the enemy hero.",HERO_POWER,2,31236.0,66897,0.466926768017
1355,Steam Surger,-5.87911081314,56.0834960938,,Jakub Kasber,5.0,MAGE,,1.0,,4.0,41154.0,,,,,Explorers nicknamed him the Teapot Elemental.,4.0,,,,UNG_021,[BATTLECRY],,,,MAGE,ELEMENTAL,RARE,,UNGORO,,,"[x]<b>Battlecry:</b> If you played
an Elemental last turn,
add a 'Flame Geyser'
to your hand.",MINION,9,240.0,512,0.46875
1356,Steamwheedle Sniper,-23.2487468719,-27.8462524414,,Jun Kang,2.0,HUNTER,,1.0,,2.0,2055.0,,,,,Goblins seldom have the patience for sniping. Most prefer lobbing explosives.,3.0,,,,GVG_087,,,,,HUNTER,,EPIC,,GVG,,,Your Hero Power can target minions.,MINION,2,7.0,24,0.291666666667
1357,Stegodon,-13.5391454697,-23.8891353607,,Jim Nelson,2.0,NEUTRAL,,1.0,,4.0,41324.0,,,,,Level 40 Tortollan Paladins quest to tame a Stegodon.  There are no level 41 Tortollan Paladins.,6.0,,,,UNG_810,[TAUNT],,,,NEUTRAL,BEAST,COMMON,,UNGORO,,,<b>Taunt</b>,MINION,0,302.0,671,0.450074515648
1358,Steward,8.22772407532,0.641722917557,,Max Grecke,1.0,NEUTRAL,,,,1.0,39232.0,,,,,,1.0,,,,KAR_044a,,,,,NEUTRAL,,,,KARA,,,,MINION,0,0.0,5,0.0
1359,Steward of Darkshire,33.9122581482,-35.0625190735,,Phroi Gardner,3.0,PALADIN,,1.0,,3.0,38911.0,,,,,Turns out divine shields are way cheaper if you buy in bulk.,3.0,,,,OG_310,,,,,PALADIN,,RARE,[DIVINE_SHIELD],OG,,,"Whenever you summon a 1-Health minion, give it <b>Divine Shield</b>.",MINION,1,1422.0,2713,0.524143015112
1360,Stitched Tracker,-33.0199546814,-32.305305481,,Steve Prescott,2.0,HUNTER,,1.0,,3.0,42707.0,,,,,He's just exercising his right to bear arms.,2.0,,,,ICC_415,[BATTLECRY],,,,HUNTER,,COMMON,[DISCOVER],ICECROWN,,,<b>Battlecry:</b> <b>Discover</b> a copy of a minion in your deck.,MINION,2,425.0,975,0.435897435897
1361,Stolen Goods,12.9382553101,38.5243873596,,Mark Gibbons,,WARRIOR,,1.0,,2.0,40566.0,,,,,"It fell off a kodo, I promise!",,,,,CFM_752,,,,,WARRIOR,,RARE,[TAUNT],GANGS,,,Give a random <b>Taunt</b> minion in your hand +3/+3.,SPELL,7,157.0,313,0.501597444089
1362,Stolen Winter's Veil Gift,12.6870527267,2.14328980446,,,,NEUTRAL,,,,1.0,38585.0,,,,,,,,,,TB_GiftExchange_Treasure_Spell,,,,,NEUTRAL,,,[DISCOVER],TB,,,<b>Discover</b> a random Treasure. Its cost is reduced.,SPELL,0,44.0,57,0.771929824561
1363,Stone Elemental,15.7028989792,-3.76285815239,,Zoltan Boros,1.0,SHAMAN,,,,1.0,41329.0,,,,,,1.0,,,,UNG_211aa,,,,,SHAMAN,ELEMENTAL,,,UNGORO,,,,MINION,6,1.0,6,0.166666666667
1364,Stone Sentinel,40.3935089111,-2.89654350281,,Rudy Siswanto,4.0,SHAMAN,,1.0,,7.0,41116.0,,,,,He and his friends just want to rock out.,4.0,,,,UNG_208,[BATTLECRY],,,"{u'REQ_FRIENDLY_TARGET': 0, u'REQ_TARGET_WITH_DEATHRATTLE': 0}",SHAMAN,ELEMENTAL,EPIC,[TAUNT],UNGORO,,,"<b>Battlecry:</b> If you played an Elemental last turn, summon two 2/3 Elementals with <b>Taunt</b>.",MINION,6,322.0,614,0.524429967427
1365,Stoneclaw Totem,41.1300125122,1.00049781799,,,0.0,SHAMAN,,,,0.0,16223.0,,,,,,2.0,,,,AT_132_SHAMANc,,,,,SHAMAN,,,,TGT,,,<b>Taunt</b>,MINION,6,112.0,199,0.562814070352
1366,Stonehill Defender,11.1337966919,-20.1662559509,,Mark Gibbons,1.0,NEUTRAL,,1.0,,3.0,41243.0,,,,,"Briefly tried stand-up comedy under the name ""Stonehill Offender"", but turtles are just too thin-skinned.",4.0,,,,UNG_072,"[BATTLECRY, TAUNT]",,,,NEUTRAL,,RARE,[DISCOVER],UNGORO,,,"<b>Taunt</b>
<b>Battlecry:</b> <b>Discover</b> a <b>Taunt</b> minion.",MINION,0,16101.0,31573,0.509961042663
1367,Stoneskin Gargoyle,0.0842434987426,6.1660528183,,Matt Smith,1.0,NEUTRAL,,1.0,,3.0,1861.0,,,,,Stoneskin Gargoyles love freeze tag.,4.0,,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",FP1_027,,,,,NEUTRAL,,COMMON,,NAXX,,,"At the start of your turn, restore this minion to full Health.",MINION,0,8.0,14,0.571428571429
1368,Stonesplinter Trogg,35.9356918335,2.30743026733,,Peet Cooper,2.0,NEUTRAL,,1.0,,2.0,2035.0,,,,,The only thing worse than smelling troggs is listening to their poetry.,3.0,,,,GVG_067,,,,,NEUTRAL,,COMMON,,GVG,,,"Whenever your opponent casts a spell, gain +1 Attack.",MINION,0,3.0,8,0.375
1369,Stonetusk Boar,26.5660457611,8.5506734848,,Howard Lyon,1.0,NEUTRAL,,1.0,,1.0,648.0,,,,,This card is boaring.,1.0,,,Unlocked at Hunter Level 53.,CS2_171,[CHARGE],,,,NEUTRAL,BEAST,FREE,,CORE,,,<b>Charge</b>,MINION,0,3207.0,5705,0.562138475022
1370,Stormcrack,46.0464782715,4.94120550156,,Maurico Herrera,,SHAMAN,,1.0,,2.0,38724.0,,,,,WARNING: DO NOT TOUCH THE PURPLE BALL OF LIGHTNING,,,,,OG_206,[OVERLOAD],,1.0,"{u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,COMMON,,OG,,,Deal $4 damage to a minion. <b>Overload:</b> (1),SPELL,6,857.0,1889,0.453679195341
1371,Stormforged Axe,41.8774108887,7.17639923096,,Nate Bowden,2.0,SHAMAN,,1.0,,2.0,960.0,3.0,,,,"Yo, that's a nice axe.",,,,,EX1_247,[OVERLOAD],,1.0,,SHAMAN,,COMMON,,EXPERT1,,,<b>Overload:</b> (1),WEAPON,6,246.0,528,0.465909090909
1372,Stormpike Commando,-18.8045921326,-15.3454675674,,Kev Walker,4.0,NEUTRAL,,1.0,,5.0,413.0,,,,ALLIANCE,The Stormpike Commandos are demolition experts.  They also bake a mean cupcake.,2.0,,,Unlocked at Paladin Level 51.,CS2_150,[BATTLECRY],,,"{u'REQ_NONSELF_TARGET': 0, u'REQ_TARGET_IF_AVAILABLE': 0}",NEUTRAL,,FREE,,CORE,,Deal 2 damage.,<b>Battlecry:</b> Deal 2 damage.,MINION,0,26.0,93,0.279569892473
1373,Stormwatcher,28.1725063324,0.972159326077,,Arthur Gimaldinov,4.0,NEUTRAL,,1.0,,7.0,41327.0,,,,,Aspiring meteorologist!,8.0,,,,UNG_813,[WINDFURY],,,,NEUTRAL,ELEMENTAL,COMMON,,UNGORO,,,<b>Windfury</b>,MINION,0,97.0,186,0.521505376344
1374,Stormwind Champion,-9.29192256927,-4.21830654144,,Doug Alexander,6.0,NEUTRAL,,1.0,,7.0,753.0,,,,ALLIANCE,"When Deathwing assaulted the capital, this soldier was the only member of his squad to survive. Now he's all bitter and stuff.",6.0,,,Unlocked at Paladin Level 59.,CS2_222,[AURA],,,,NEUTRAL,,FREE,,CORE,,,Your other minions have +1/+1.,MINION,0,98.0,218,0.449541284404
1375,Stormwind Knight,16.9924983978,-20.8256111145,,Ladronn,2.0,NEUTRAL,,1.0,,4.0,622.0,,,,ALLIANCE,"They're still embarrassed about ""The Deathwing Incident"".",5.0,,,Unlocked at Paladin Level 55.,CS2_131,[CHARGE],,,,NEUTRAL,,FREE,,CORE,,,<b>Charge</b>,MINION,0,39.0,112,0.348214285714
1376,Stranglethorn Tiger,-1.89303290844,-29.8283863068,,Alex Horley Orlandelli,5.0,NEUTRAL,,1.0,,5.0,68.0,,,,ALLIANCE,The wonderful thing about tigers is tigers are wonderful things!,5.0,,,,EX1_028,[STEALTH],,,,NEUTRAL,BEAST,COMMON,,EXPERT1,,,<b>Stealth</b>,MINION,0,1517.0,3071,0.493975903614
1377,Street Trickster,-18.9637050629,1.94565880299,,Daria Tuzova,0.0,NEUTRAL,,1.0,,3.0,40213.0,,,,,His first trick: making your wallet disappear!,7.0,,,,CFM_039,[SPELLPOWER],,,,NEUTRAL,DEMON,COMMON,,GANGS,1.0,,<b>Spell Damage +1</b>,MINION,0,46.0,106,0.433962264151
1378,Streetwise Investigator,2.52680468559,4.52946901321,,Adam Byrne,4.0,NEUTRAL,,1.0,,5.0,40928.0,,,,,"""Hmmmm…  Call it a hunch, but I'm starting to think that there may be some kind of criminal activity going on in Gadgetzan.""",6.0,,,,CFM_656,[BATTLECRY],,,,NEUTRAL,,COMMON,[STEALTH],GANGS,,,<b>Battlecry:</b> Enemy minions lose <b>Stealth</b>.,MINION,0,4.0,11,0.363636363636
1379,Strength of the Pack,-20.8761444092,-6.1077876091,,,,NEUTRAL,,,,,705.0,,,,,,,,,,EX1_162o,,,,,NEUTRAL,,,,EXPERT1,,,+1 Attack from {0}.,ENCHANTMENT,0,7.0,12,0.583333333333
1380,Strongshell Scavenger,-4.96443128586,-36.8677253723,,James Ryman,2.0,DRUID,,1.0,,4.0,43022.0,,,,,"It isn't ""grave robbing"" when there's no grave. It's just scavenging…",3.0,,,,ICC_807,[BATTLECRY],,,,DRUID,,RARE,[TAUNT],ICECROWN,,,<b>Battlecry:</b> Give your <b>Taunt</b> minions +2/+2.,MINION,5,466.0,979,0.475995914198
1381,Stubborn Gastropod,-13.854013443,-23.9866962433,,,1.0,NEUTRAL,,,"<b>Taunt</b>, <b>Poisonous</b>",2.0,46204.0,,,,,,2.0,,,,ICC_828t2,"[POISONOUS, TAUNT]",,,,NEUTRAL,BEAST,COMMON,,UNGORO,,,"<b>Taunt</b>
  <b>Poisonous</b>",MINION,0,559.0,1329,0.420617005267
1382,Succubus,-41.4972801208,-9.90854740143,,Matt Dixon,4.0,WARLOCK,,1.0,,2.0,592.0,,,,,Warlocks have it pretty good.,3.0,,Unlocked at Level 1.,Unlocked at Level 40.,EX1_306,[BATTLECRY],,,,WARLOCK,DEMON,FREE,,CORE,,,<b>Battlecry:</b> Discard a random card.,MINION,3,418.0,991,0.421796165489
1383,Sudden Genesis,11.4070911407,18.7565116882,,Zoltan Boros,,WARRIOR,,1.0,,5.0,41407.0,,,,,Being hurt can make you another person.,,,,,UNG_927,,,,,WARRIOR,,EPIC,,UNGORO,,,Summon copies of your damaged minions.,SPELL,7,56.0,102,0.549019607843
1384,Sulfuras,8.17843818665,39.4060020447,,,2.0,NEUTRAL,,,,2.0,2691.0,6.0,,,,,,,,,BRMC_94,[DEATHRATTLE],,,,NEUTRAL,,,,TB,,,<b>Deathrattle:</b> Your Hero Power becomes 'Deal 8 damage to a random enemy'.,WEAPON,0,1781.0,2771,0.642728256947
1385,Summon Kil'rek,4.93148040771,-5.19567489624,,,,NEUTRAL,,,,4.0,39662.0,,,,,,,,,,KARA_09_05,,,,{u'REQ_NUM_MINION_SLOTS': 1},NEUTRAL,,,,KARA,,,Summon Kil'rek.,SPELL,0,2.0,2,1.0
1386,Summoning Portal,-32.4992790222,-5.87726259232,,Tyler Walpole,0.0,WARLOCK,,1.0,,4.0,969.0,,,,,NOT LESS THAN 1!  Don't get any ideas!,4.0,,,,EX1_315,[AURA],,,,WARLOCK,,COMMON,,EXPERT1,,,"Your minions cost (2) less, but not less than (1).",MINION,3,175.0,355,0.492957746479
1387,Summoning Stone,-6.2524266243,-16.6303253174,,Jason Kang,0.0,NEUTRAL,,1.0,,5.0,2958.0,,,,,Sometimes it feels like it's always the same slackers that are waiting for a summon.,6.0,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",LOE_086,,,,,NEUTRAL,,RARE,,LOE,,,"Whenever you cast a spell, summon a random minion of the same Cost.",MINION,0,126.0,278,0.453237410072
1388,Sunborne Val'kyr,-26.6839389801,-6.39935827255,,Hideaki Takamura,5.0,NEUTRAL,,1.0,,5.0,42440.0,,,,,"Bring valor to Odyn's halls, Champion!",4.0,,,,ICC_028,[BATTLECRY],,,,NEUTRAL,,COMMON,,ICECROWN,,,<b>Battlecry:</b> Give adjacent minions +2 Health.,MINION,0,17.0,45,0.377777777778
1389,Sunfury Protector,-44.348651886,0.125682756305,,James Ryman,2.0,NEUTRAL,,1.0,,2.0,891.0,,,,ALLIANCE,"She carries a shield, but only so she can give it to someone she can stand behind.",3.0,,,,EX1_058,[BATTLECRY],,,,NEUTRAL,,RARE,[TAUNT],EXPERT1,,,<b>Battlecry:</b> Give adjacent minions <b>Taunt</b>.,MINION,0,2207.0,4347,0.507706464228
1390,Sunkeeper Tarim,37.3254547119,-29.2791156769,,Mike Azevedo,3.0,PALADIN,,1.0,,6.0,41145.0,,1.0,,,"Ironically, his favorite number is 4.",7.0,,,,UNG_015,"[BATTLECRY, TAUNT]",,,,PALADIN,,LEGENDARY,,UNGORO,,,"<b>Taunt</b>
<b>Battlecry:</b> Set all other minions' Attack and Health to 3.",MINION,1,4188.0,7560,0.553968253968
1391,Sunwalker,9.09498119354,-17.7654285431,,Andrea Uderzo,4.0,NEUTRAL,,1.0,,6.0,759.0,,,,ALLIANCE,She doesn’t ACTUALLY walk on the Sun.  It's just a name.  Don’t worry!,5.0,,,,EX1_032,"[DIVINE_SHIELD, TAUNT]",,,,NEUTRAL,,RARE,,EXPERT1,,,"<b>Taunt</b>
<b>Divine Shield</b>",MINION,0,483.0,1061,0.455230914232
1392,Swamp King Dred,-18.6435031891,-28.8075408936,,Alex Horley Orlandelli,9.0,HUNTER,,1.0,,7.0,41366.0,,1.0,,,"Swamp King Dred, more like Swamp King Dead, amiright?",9.0,,,,UNG_919,,,,,HUNTER,BEAST,LEGENDARY,,UNGORO,,,"After your opponent plays a minion, attack it.",MINION,2,150.0,288,0.520833333333
1393,Swashburglar,25.5349712372,22.881772995,,Zoltan Boros,1.0,ROGUE,,1.0,,1.0,39698.0,,,,,"Was almost named ""Swashb-AAAARRHHH-gler""",1.0,,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",KAR_069,[BATTLECRY],,,,ROGUE,PIRATE,COMMON,,KARA,,,<b>Battlecry:</b> Add a random class card to your hand <i>(from your opponent's class).</i>,MINION,8,16749.0,32739,0.511591679648
1394,Swipe,-0.297316670418,-38.4446296692,,Sean O’Daniels,,DRUID,,1.0,,4.0,64.0,,,,,"When a bear rears back and extends his arms, he's about to Swipe!  ... or hug.",,,Unlocked at Level 8.,Unlocked at Level 47.,CS2_012,,,,"{u'REQ_TARGET_TO_PLAY': 0, u'REQ_ENEMY_TARGET': 0}",DRUID,,FREE,,CORE,,,Deal $4 damage to an enemy and $1 damage to all other enemies.,SPELL,5,22513.0,41968,0.536432520015
1395,Sword of Justice,26.7008781433,-29.574924469,,Efrem Palacios,1.0,PALADIN,,1.0,,3.0,643.0,5.0,,,,I dub you Sir Loin of Beef!,,,,,EX1_366,,,,,PALADIN,,EPIC,,EXPERT1,,,"After you summon a minion, give it +1/+1 and this loses 1 Durability.",WEAPON,1,217.0,476,0.455882352941
1396,Sylvanas Windrunner,-7.10650157928,26.3467025757,,Glenn Rane,5.0,NEUTRAL,,1.0,,6.0,1721.0,,1.0,,,"Sylvanas was turned into the Banshee Queen by Arthas, but he probably should have just killed her because it just pissed her off.",5.0,,,,EX1_016,[DEATHRATTLE],,,,NEUTRAL,,LEGENDARY,,HOF,,,"<b>Deathrattle:</b> Take
control of a random
enemy minion.",MINION,0,6897.0,12554,0.549386649673
1397,Tabbycat,-22.5980472565,-29.0433368683,,Anton Zemskov,1.0,HUNTER,,,,1.0,40425.0,,,,,,1.0,,,,CFM_315t,,,,,HUNTER,BEAST,,,GANGS,,,,MINION,2,15.0,24,0.625
1398,Tainted Zealot,-48.8648033142,-0.826918542385,,Jesper Esjing,1.0,NEUTRAL,,1.0,,2.0,46103.0,,,,,"The love she shares seems to go nowhere. Now she's lost her Light, tosses and turns, she can't sleep at night...",1.0,,,,ICC_913,"[DIVINE_SHIELD, SPELLPOWER]",,,,NEUTRAL,,COMMON,,ICECROWN,1.0,,"<b>Divine Shield</b>
<b>Spell Damage +1</b>",MINION,0,469.0,1060,0.442452830189
1399,Tanaris Hogchopper,-3.05168223381,-13.9466123581,,Mike Sass,4.0,NEUTRAL,,1.0,,4.0,40611.0,,,,,"The Hogchoppers are well-known throughout Kalimdor for being a real, actual group.",4.0,,,,CFM_809,[BATTLECRY],,,,NEUTRAL,,COMMON,[CHARGE],GANGS,,,"[x]<b>Battlecry:</b> If your opponent's
hand is empty, gain <b>Charge</b>.",MINION,0,5.0,10,0.5
1400,Tank Up!,4.42203426361,37.4097938538,,,,WARRIOR,,,,2.0,2745.0,,,,,,,,,,AT_132_WARRIOR,,,,,WARRIOR,,,,TGT,,,"<b>Hero Power</b>
Gain 4 Armor.",HERO_POWER,7,9829.0,16886,0.582079829445
1401,Tar Creeper,9.17586612701,-21.6015758514,,Jim Nelson,1.0,NEUTRAL,,1.0,,3.0,41418.0,,,,,"If you won't come to the tar pits, we'll bring them to you!",5.0,,,,UNG_928,[TAUNT],,,,NEUTRAL,ELEMENTAL,COMMON,,UNGORO,,,"<b>Taunt</b>
Has +2 Attack during your opponent's turn.",MINION,0,11105.0,22865,0.4856767986
1402,Tar Lord,10.8430690765,39.0159111023,,Jim Nelson,1.0,WARRIOR,,1.0,,7.0,41881.0,,,,,"Tar Lord, man... legendary monster? Aw, forget it.",11.0,,,,UNG_838,[TAUNT],,,,WARRIOR,ELEMENTAL,COMMON,,UNGORO,,,"<b>Taunt</b>
Has +4 Attack during your opponent’s turn.",MINION,7,441.0,871,0.506314580941
1403,Tar Lurker,-35.5245513916,-6.97719430923,,Jim Nelson,1.0,WARLOCK,,1.0,,5.0,41194.0,,,,,"Hi, Tar here. Long time lurking, first time taunting…",7.0,,,,UNG_049,[TAUNT],,,,WARLOCK,ELEMENTAL,COMMON,,UNGORO,,,"<b>Taunt</b>
Has +3 Attack during your opponent's turn.",MINION,3,273.0,565,0.483185840708
1404,Target Dummy,24.5458145142,7.98532342911,,Matt Dixon,0.0,NEUTRAL,,1.0,,0.0,2061.0,,,,,"The engineering equivalent of a ""Kick Me"" sticker.",2.0,,,,GVG_093,[TAUNT],,,,NEUTRAL,MECHANICAL,RARE,,GVG,,,<b>Taunt</b>,MINION,0,134.0,225,0.595555555556
1405,Tauren Warrior,10.013463974,-18.0030078888,,Paul Warzecha,2.0,NEUTRAL,,1.0,,3.0,45.0,,,,,"Tauren Warrior: Champion of Mulgore, Slayer of Quilboar, Rider of Thunderbluff Elevators.",3.0,,,,EX1_390,"[ENRAGED, TAUNT]",,,,NEUTRAL,,COMMON,,EXPERT1,,,"<b>Taunt</b>
<b>Enrage:</b> +3 Attack.",MINION,0,101.0,263,0.384030418251
1406,Teapot,18.5166110992,-10.5451507568,,Sam Nielsen,3.0,WARLOCK,,,,3.0,39200.0,,,,,,3.0,,,,KAR_025c,,,,,WARLOCK,,,,KARA,,,,MINION,3,2.0,4,0.5
1407,Tempered,17.4138641357,-5.64458227158,,,,NEUTRAL,,,,,1700.0,,,,,,,,,,EX1_046e,[TAG_ONE_TURN_EFFECT],,,,NEUTRAL,,,,EXPERT1,,,+2 Attack this turn.,ENCHANTMENT,0,1.0,3,0.333333333333
1408,Temple Enforcer,-20.4368152618,19.6481513977,,Daren Bader,6.0,PRIEST,,1.0,,6.0,1364.0,,,,,He also moonlights Thursday nights as a bouncer at the Pig and Whistle Tavern.,6.0,,,,EX1_623,[BATTLECRY],,,"{u'REQ_FRIENDLY_TARGET': 0, u'REQ_MINION_TARGET': 0, u'REQ_TARGET_IF_AVAILABLE': 0}",PRIEST,,COMMON,,EXPERT1,,Give +3 Health.,<b>Battlecry:</b> Give a friendly minion +3 Health.,MINION,4,121.0,235,0.514893617021
1409,Tentacle of N'Zoth,-13.2082290649,15.465341568,,J. Meyers & T. Washington,1.0,NEUTRAL,,1.0,,1.0,38532.0,,,,,Because EVERYDAY is the Day of the Tentacle of N'zoth.,1.0,,,,OG_151,[DEATHRATTLE],,,,NEUTRAL,,COMMON,,OG,,,<b>Deathrattle:</b> Deal 1 damage to all minions.,MINION,0,87.0,239,0.364016736402
1410,Tentacles,0.664569735527,-5.34008407593,,,3.0,NEUTRAL,,,,6.0,43091.0,6.0,,,,Where'd those come from?,,,,,ICCA07_020,,,,,NEUTRAL,,,,ICECROWN,,,,WEAPON,0,0.0,1,0.0
1411,Tentacles for Arms,16.8845043182,28.0232906342,,Alex Konstad,2.0,WARRIOR,,1.0,,5.0,38279.0,2.0,,,,That's right. Garrosh just slapped you to death with a tentacle.,,,,,OG_033,[DEATHRATTLE],,,,WARRIOR,,EPIC,,OG,,,<b>Deathrattle:</b> Return this to your hand.,WEAPON,7,75.0,134,0.559701492537
1412,Terrorscale Stalker,-33.0090408325,-27.5818576813,,Chris Seaman,3.0,HUNTER,,1.0,,3.0,41304.0,,,,,Likes to scare his friends half to death.,3.0,,,,UNG_800,[BATTLECRY],,,"{u'REQ_FRIENDLY_TARGET': 0, u'REQ_TARGET_WITH_DEATHRATTLE': 0, u'REQ_MINION_TARGET': 0, u'REQ_TARGET_IF_AVAILABLE': 0}",HUNTER,,RARE,[DEATHRATTLE],UNGORO,,,<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b>.,MINION,2,345.0,610,0.565573770492
1413,Thaddius,2.42799210548,2.32203269005,,,11.0,NEUTRAL,,,,10.0,1798.0,,1.0,,,,11.0,,,,FP1_014t,,,,,NEUTRAL,,LEGENDARY,,NAXX,,,,MINION,0,2.0,3,0.666666666667
1414,The Beast,-23.2066383362,-24.4451274872,,Glenn Rane,9.0,NEUTRAL,,1.0,,6.0,962.0,,1.0,,,He lives in Blackrock Mountain.  He eats Gnomes.  That's pretty much it.,7.0,,,,EX1_577,[DEATHRATTLE],,,,NEUTRAL,BEAST,LEGENDARY,,EXPERT1,,,<b>Deathrattle:</b> Summon a 3/3 Finkle Einhorn for your opponent.,MINION,0,83.0,207,0.400966183575
1415,The Black Knight,-30.1074123383,5.37123060226,,Alex Horley Orlandelli,4.0,NEUTRAL,,1.0,,6.0,1656.0,,1.0,,,He was sent by the Lich King to disrupt the Argent Tournament.   We can pretty much mark that a failure.,5.0,,,,EX1_002,[BATTLECRY],,,"{u'REQ_TARGET_IF_AVAILABLE': 0, u'REQ_MUST_TARGET_TAUNTER': 0, u'REQ_MINION_TARGET': 0, u'REQ_ENEMY_TARGET': 0}",NEUTRAL,,LEGENDARY,[TAUNT],EXPERT1,,Destroy a minion with Taunt.,<b>Battlecry:</b> Destroy an enemy minion with <b>Taunt</b>.,MINION,0,969.0,1709,0.566998244587
1416,The Boogeymonster,-4.13061094284,23.5026741028,,Alex Horley Orlandelli,6.0,NEUTRAL,,1.0,,8.0,38895.0,,1.0,,,"Has 20 years of training in classical ballet, but ALLLLLL he ever gets asked to do is boogie.",7.0,,,,OG_300,,,,,NEUTRAL,,LEGENDARY,,OG,,,"Whenever this attacks and kills a minion, gain +2/+2.",MINION,0,49.0,105,0.466666666667
1417,The Caverns Below,27.3142967224,10.1661472321,,James Ryman,,ROGUE,,1.0,,1.0,41222.0,,1.0,,,Why can't it ever be The Taverns Below?,,,,,UNG_067,[QUEST],,,,ROGUE,,LEGENDARY,,UNGORO,,,"[x]<b>Quest:</b> Play five minions
with the same name.
<b>Reward:</b> Crystal Core.",SPELL,8,3081.0,6208,0.496295103093
1418,The Coin,-6.90898180008,-7.43248224258,,,,NEUTRAL,,,,0.0,1746.0,,,,,,,,,,GAME_005,,,,,NEUTRAL,,,,CORE,,,Gain 1 Mana Crystal this turn only.,SPELL,0,99556.0,199531,0.498950037839
1419,The Curator,5.36440610886,-18.7194843292,,Wei Wang,4.0,NEUTRAL,,1.0,,7.0,39225.0,,1.0,,,"The Curator guards Azeroth’s deadliest creatures, but it’s secretly terrified of squirrels.",6.0,,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",KAR_061,"[BATTLECRY, TAUNT]",,,,NEUTRAL,MECHANICAL,LEGENDARY,,KARA,,,"<b>Taunt</b>
<b>Battlecry:</b> Draw a Beast, Dragon, and Murloc from your deck.",MINION,0,5302.0,9693,0.546992675126
1420,The Four Horsemen,18.1008930206,-12.4997148514,,,,NEUTRAL,,,,2.0,43013.0,,,"[ICC_829t2, ICC_829t3, ICC_829t4, ICC_829t5]",,,,,,,ICC_829p,,,,{u'REQ_NUM_MINION_SLOTS': 1},NEUTRAL,,,,ICECROWN,,,"[x]<b>Hero Power</b>
Summon a 2/2 Horseman.
If you have all 4, destroy
the enemy hero.",HERO_POWER,0,9.0,22,0.409090909091
1421,The Hunted,13.7621746063,-8.98571205139,,,,DEATHKNIGHT,,,,1.0,45648.0,,,,,,,,,,ICCA08_024,[AI_MUST_PLAY],,,,DEATHKNIGHT,,,,ICECROWN,,,Deal $2 damage to your opponent for each minion in their deck.,SPELL,10,0.0,1,0.0
1422,The Last Kaleidosaur,29.2015075684,-28.847536087,,Arthur Gimaldinov,,PALADIN,,1.0,,1.0,41868.0,,1.0,,,"“Impossible!” exclaimed the Silver Hand Recruit, his eyes filled with fear. Uther shook his head, turning the crystal until it caught the light: “Life finds a way.”",,,,,UNG_954,[QUEST],,,,PALADIN,,LEGENDARY,,UNGORO,,,"<b>Quest:</b> Cast 6 spells
on your minions.
<b>Reward:</b> Galvadon.",SPELL,1,40.0,145,0.275862068966
